date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:33:01	134296/134296	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:45%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0132_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0132_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:04	113474/113474	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:47%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0133_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0133_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:05	39453/39453	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:51%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0135_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0135_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:13	118587/118587	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:50%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0134_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0134_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:13	80232/80232	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:52%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0135_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0135_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:14	58861/58861	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:53%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0136_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0136_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:20	44099/44099	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:55%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0137_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0137_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:23	50252/50252	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:57%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0138_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0138_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:25	126311/126311	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:54%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0136_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0136_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:29	94530/94530	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:56%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0137_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0137_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:31	51599/51599	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:00%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0139_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0139_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:36	44159/44159	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:02%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0140_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0140_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:37	105655/105655	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:29:59%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0138_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0138_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:42	105956/105956	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:01%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0139_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0139_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:45	55237/55237	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:04%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0141_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0141_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:46	93034/93034	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:03%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0140_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0140_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:49	40277/40277	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:07%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0142_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0142_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:55	50407/50407	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:12%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0143_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0143_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:55	116781/116781	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:06%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0141_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0141_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:33:59	86300/86300	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:09%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0142_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0142_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:04	57752/57752	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:14%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0144_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0144_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:06	102343/102343	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:13%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0143_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0143_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:08	55006/55006	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:16%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0145_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0145_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:13	41959/41959	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:19%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0146_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0146_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:15	120829/120829	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:15%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0144_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0144_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:20	42631/42631	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:21%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0147_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0147_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:22	115059/115059	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:18%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0145_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0145_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:22	89445/89445	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:20%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0146_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0146_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:26	34465/34465	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:23%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0148_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0148_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:28	27853/27853	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:25%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0149_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0149_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:28	86932/86932	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:22%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0147_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0147_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:33	70786/70786	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:24%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0148_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0148_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:35	60154/60154	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:26%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0149_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0149_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:36	51543/51543	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:27%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0150_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0150_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:41	45038/45038	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:29%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0151_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0151_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:43	38489/38489	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:31%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0152_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0152_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:45	107064/107064	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:28%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0150_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0150_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:48	34145/34145	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:33%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0153_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0153_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:50	93359/93359	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:30%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0151_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0151_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:54	79824/79824	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:32%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0152_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0152_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:54	35752/35752	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:35%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0154_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0154_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:34:57	71066/71066	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:34%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0153_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0153_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:02	50746/50746	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:37%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0155_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0155_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:02	76039/76039	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:36%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0154_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0154_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:04	44251/44251	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:39%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0156_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0156_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:11	49939/49939	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:41%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0157_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0157_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:11	106735/106735	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:38%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0155_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0155_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:16	26546/26546	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:44%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0158_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0158_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:17	95149/95149	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:41%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0156_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0156_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:21	104417/104417	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:43%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0157_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0157_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:21	56607/56607	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:45%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0158_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0158_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:21	38203/38203	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:45%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0159_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0159_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:25	30649/30649	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:47%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0160_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0160_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:29	82328/82328	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:46%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0159_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0159_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:29	39348/39348	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:49%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0161_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0161_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:33	65237/65237	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:48%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0160_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0160_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:33	26156/26156	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:51%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0162_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0162_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:38	55810/55810	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:52%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0162_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0162_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:38	83173/83173	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:50%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0161_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0161_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:41	50274/50274	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:53%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0163_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0163_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:46	45585/45585	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:55%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0164_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0164_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:50	104876/104876	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:54%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0163_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0163_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:50	54785/54785	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:57%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0165_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0165_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:53	93146/93146	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:56%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0164_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0164_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:58	48190/48190	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:00%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0166_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0166_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:35:59	34215/34215	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:02%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0167_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0167_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:04	114571/114571	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:30:59%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0165_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0165_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:06	101852/101852	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:01%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0166_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0166_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:07	46117/46117	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:04%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0168_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0168_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:10	73109/73109	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:03%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0167_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0167_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:13	40871/40871	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:07%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0169_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0169_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:18	48142/48142	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:09%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0170_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0170_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:19	97476/97476	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:06%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0168_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0168_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:21	87791/87791	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:08%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0169_i2.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0169_i2.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
17:36:27	50503/50503	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202011%2014:31:11%20GMT	http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0171_i1.jpg	www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/page0171_i1.jpg	(from http://www.mathstar.biz/sfarim/mathematika7B/files/assets/mobile/)
